obs_ts,wind,geothermal,biomass,biogas,small_hydro,coal,nuclear,natural_gas,large_hydro,batteries,imports,other,biogas_co2,biomass_co2,natural_gas_co2,coal_co2,imports_co2,geothermal_co2
2020-01-24 23:20:00,1430,897,358,217,192,19,2272,5742,1706,101,9323,0,111,153,2541,14,4010,8
2020-01-24 23:25:00,1370,896,330,217,194,18,2271,5395,1693,19,9511,0,111,154,2427,14,4019,8
2020-01-24 23:30:00,1289,896,334,217,195,18,2271,5497,1665,-19,9547,0,111,136,2313,14,4111,8
2020-01-24 23:35:00,1177,896,359,217,195,18,2272,5415,1655,-5,9627,0,112,148,2368,14,4138,8
2020-01-24 23:40:00,1119,896,358,217,193,18,2271,5371,1662,-12,9579,0,111,155,2327,14,4156,8
2020-01-24 23:45:00,1090,896,357,217,192,18,2271,5351,1631,0,9554,0,111,155,2317,13,4128,8
2020-01-24 23:50:00,1092,896,357,217,191,18,2270,5302,1615,-10,9540,0,112,154,2313,13,4131,8
2020-01-24 23:55:00,1079,896,327,217,191,18,2272,5252,1617,-20,9497,0,112,154,2285,14,4129,8
2020-01-25 0:00:00,1059,896,356,215,191,18,2272,5267,1673,-24,9418,0,111,135,2272,13,4090,8
2020-01-25 0:05:00,1033,896,356,214,193,18,2271,4990,1824,28,9362,0,111,155,2263,14,4079,8
2020-01-25 0:10:00,973,896,359,213,198,19,2272,4878,1884,0,9381,0,110,155,2160,14,4080,8
2020-01-25 0:15:00,940,897,358,213,198,18,2272,4875,1906,0,9321,0,111,157,2149,14,4108,8
2020-01-25 0:20:00,931,897,357,213,198,18,2271,4827,1907,0,9322,0,112,158,2142,14,4107,8
2020-01-25 0:25:00,917,892,359,213,197,19,2272,4798,1914,0,9270,0,111,157,2117,14,4090,8
2020-01-25 0:30:00,913,897,357,214,197,18,2271,4722,1938,0,9237,0,111,158,2104,14,4065,8
2020-01-25 0:35:00,901,896,342,213,197,19,2272,4657,1854,0,9273,0,112,150,2059,14,4067,8
2020-01-25 0:40:00,885,897,356,214,197,19,2271,4697,1816,0,9263,0,112,157,2061,15,4078,8
2020-01-25 0:45:00,844,897,356,213,197,18,2272,4679,1814,0,9274,0,112,156,2064,14,4073,8
2020-01-25 0:50:00,787,896,356,213,197,17,2272,4673,1811,0,9305,0,112,157,2057,14,4084,8
2020-01-25 0:55:00,783,896,357,214,197,18,2271,4623,1871,0,9260,0,112,157,2052,13,4095,8
2020-01-25 1:00:00,805,895,356,214,197,18,2271,4430,1843,-16,9287,0,112,157,2028,14,4060,8
2020-01-25 1:05:00,853,895,357,216,198,18,2270,4325,1725,-41,9401,0,112,157,1942,14,4095,8
2020-01-25 1:10:00,902,896,333,216,197,18,2269,4203,1683,-62,9536,0,113,157,1901,14,4157,8
2020-01-25 1:15:00,945,895,356,218,196,18,2270,4118,1629,-79,9664,0,115,152,1876,14,4257,8
2020-01-25 1:20:00,1009,894,356,218,196,17,2269,4008,1670,-77,9570,0,116,159,1823,14,4331,8
2020-01-25 1:25:00,1062,895,355,218,196,17,2270,3850,1647,-17,9537,0,116,159,1772,14,4293,8
2020-01-25 1:30:00,1103,895,358,218,196,17,2270,3797,1654,-18,9461,0,116,159,1718,14,4245,8
2020-01-25 1:35:00,1158,895,357,218,196,17,2270,3804,1633,-13,9361,0,116,160,1695,13,4213,8
2020-01-25 1:40:00,1305,895,357,218,196,17,2270,3752,1547,-56,9297,0,115,159,1696,14,4166,8
2020-01-25 1:45:00,1452,894,357,217,195,17,2270,3765,1436,-59,9229,0,115,159,1672,13,4143,8
2020-01-25 1:50:00,1518,895,358,218,194,17,2271,3773,1445,-35,9073,0,115,159,1687,14,4114,8
2020-01-25 1:55:00,1592,895,359,217,194,17,2270,3694,1456,-45,8953,0,115,160,1672,14,4034,8
2020-01-25 2:00:00,1707,894,357,218,194,17,2270,3725,1435,-54,8839,0,115,160,1644,13,3984,8
2020-01-25 2:05:00,1756,894,358,218,194,17,2271,3681,1525,-33,8614,0,115,159,1644,13,3921,8
2020-01-25 2:10:00,1744,894,358,218,194,17,2270,3673,1629,0,8429,0,115,159,1639,13,3793,8
2020-01-25 2:15:00,1764,894,359,218,193,17,2270,3656,1676,-2,8317,0,115,159,1623,13,3720,8
2020-01-25 2:20:00,1741,894,359,218,194,17,2269,3637,1668,0,8309,0,115,159,1622,13,3677,8
2020-01-25 2:25:00,1677,895,345,218,194,17,2270,3621,1662,0,8350,0,115,159,1611,13,3690,8
2020-01-25 2:30:00,1665,894,357,218,194,16,2269,3675,1683,0,8294,0,115,150,1606,13,3707,8
2020-01-25 2:35:00,1555,894,338,219,195,17,2270,3649,1687,17,8349,0,115,158,1627,13,3682,8
2020-01-25 2:40:00,1461,895,352,219,196,17,2270,3689,1721,19,8371,0,115,146,1617,13,3711,8
2020-01-25 2:45:00,1424,894,338,219,196,16,2270,3631,1676,0,8448,0,115,156,1623,13,3710,8
2020-01-25 2:50:00,1389,894,350,218,196,16,2269,3664,1680,0,8457,0,115,146,1610,13,3752,8
2020-01-25 2:55:00,1331,894,351,219,196,16,2270,3662,1682,0,8500,0,115,155,1621,12,3745,8
2020-01-25 3:00:00,1329,894,352,218,196,16,2270,3619,1646,0,8548,0,115,155,1622,12,3770,8
2020-01-25 3:05:00,1357,894,339,219,188,16,2270,3508,1479,0,8739,0,115,149,1584,12,3794,8
2020-01-25 3:10:00,1378,894,357,218,188,16,2269,3564,1422,0,8784,0,115,157,1555,13,3894,8
2020-01-25 3:15:00,1446,894,357,218,187,16,2269,3559,1409,-8,8730,0,115,158,1578,13,3884,8
2020-01-25 3:20:00,1507,895,357,219,187,16,2270,3563,1400,3,8665,0,115,158,1577,12,3865,8
2020-01-25 3:25:00,1592,895,342,219,187,16,2270,3575,1416,-30,8538,0,115,151,1576,13,3825,8
2020-01-25 3:30:00,1697,894,358,219,187,16,2270,3531,1377,-34,8464,0,115,158,1590,13,3775,8
2020-01-25 3:35:00,1739,895,359,219,186,17,2269,3552,1355,-24,8465,0,115,159,1567,13,3758,8
2020-01-25 3:40:00,1756,895,336,219,185,16,2270,3564,1430,-12,8315,0,115,159,1581,13,3751,8
2020-01-25 3:45:00,1835,895,358,219,186,16,2271,3553,1450,-4,8229,0,115,152,1592,13,3679,8
2020-01-25 3:50:00,1918,895,357,219,187,16,2272,3490,1449,-17,8165,0,115,159,1557,13,3644,8
2020-01-25 3:55:00,1965,895,357,219,187,16,2272,3451,1471,0,8166,0,116,159,1550,12,3632,8
2020-01-25 4:00:00,1995,895,313,219,188,16,2273,3330,1497,-8,8196,0,116,159,1537,12,3642,8
2020-01-25 4:05:00,1943,896,358,219,189,16,2272,3306,1656,0,8211,0,117,147,1501,13,3680,8
2020-01-25 4:10:00,1887,896,336,219,189,16,2272,3258,1759,19,8246,0,117,161,1485,13,3700,9
2020-01-25 4:15:00,1847,896,344,219,189,16,2272,3267,1788,4,8241,0,118,156,1479,13,3753,9
2020-01-25 4:20:00,1791,896,358,219,189,16,2271,3451,1769,0,8165,0,119,154,1508,13,3760,9
2020-01-25 4:25:00,1733,897,359,219,189,16,2273,3537,1798,-8,8108,0,119,164,1580,13,3727,9
2020-01-25 4:30:00,1681,897,337,219,189,16,2275,3622,1802,0,8064,0,118,163,1602,13,3672,9
2020-01-25 4:35:00,1689,896,358,219,189,16,2273,3697,1801,0,8095,0,116,154,1629,13,3610,8
2020-01-25 4:40:00,1647,896,335,219,189,16,2273,3716,1811,0,8130,0,116,159,1640,13,3600,8
2020-01-25 4:45:00,1554,896,344,219,189,16,2273,3686,1816,0,8239,0,115,152,1645,13,3619,8
2020-01-25 4:50:00,1458,896,339,219,189,16,2275,3729,1819,0,8336,0,115,149,1631,12,3661,8
2020-01-25 4:55:00,1335,896,345,218,189,17,2274,3757,1825,9,8479,0,115,153,1659,13,3696,8
2020-01-25 5:00:00,1191,897,317,219,190,17,2273,3754,1815,-3,8631,0,115,149,1654,13,3771,8
2020-01-25 5:05:00,1064,896,347,219,190,17,2274,3939,1790,3,8793,0,115,147,1685,13,3830,8
2020-01-25 5:10:00,949,897,340,219,189,17,2274,3998,1768,1,9032,0,115,151,1756,13,3924,8
2020-01-25 5:15:00,857,897,351,219,189,17,2274,4041,1774,0,9177,0,115,155,1781,13,4020,8
2020-01-25 5:20:00,789,896,368,219,189,17,2274,4058,1782,0,9295,0,116,153,1790,13,4092,8
2020-01-25 5:25:00,776,896,368,218,189,17,2273,4065,1794,0,9330,0,115,162,1793,13,4108,8
2020-01-25 5:30:00,734,896,367,219,188,17,2272,4091,1856,0,9385,0,115,162,1799,13,4125,8
2020-01-25 5:35:00,668,896,368,218,188,17,2272,4135,1828,0,9509,0,115,163,1815,13,4163,8
2020-01-25 5:40:00,627,896,368,218,188,17,2272,4247,1820,0,9585,0,115,163,1831,13,4219,8
2020-01-25 5:45:00,614,896,366,218,188,17,2271,4294,1913,-2,9534,0,114,162,1871,13,4226,8
2020-01-25 5:50:00,592,896,363,218,187,18,2270,4261,1985,0,9543,0,114,161,1889,13,4176,8
2020-01-25 5:55:00,517,897,320,218,187,17,2270,4283,2026,0,9619,0,114,152,1863,14,4189,8
2020-01-25 6:00:00,448,897,369,218,187,17,2269,4353,2028,-1,9737,0,114,140,1888,13,4220,8
2020-01-25 6:05:00,409,897,372,218,194,18,2270,4496,2079,-72,9826,0,114,162,1936,13,4263,8
2020-01-25 6:10:00,381,897,375,218,220,17,2270,4565,2003,-68,10057,0,114,164,1986,13,4343,8
2020-01-25 6:15:00,358,895,331,218,221,17,2270,4595,2022,-47,10123,0,116,161,2027,13,4495,8
2020-01-25 6:20:00,353,897,376,218,221,18,2270,4653,2112,-29,10088,0,115,146,2041,13,4473,8
2020-01-25 6:25:00,347,896,375,218,221,18,2270,4699,2238,65,9917,0,115,166,2045,14,4462,8
2020-01-25 6:30:00,346,897,351,219,221,18,2270,4560,2201,-51,10063,0,114,165,2107,13,4329,8
2020-01-25 6:35:00,355,898,330,219,223,17,2270,4803,2154,-28,10097,0,116,154,2067,14,4504,8
2020-01-25 6:40:00,367,898,373,219,223,17,2269,4837,2198,-14,10091,0,117,148,2179,14,4529,8
2020-01-25 6:45:00,374,897,375,218,223,18,2270,4849,2205,-13,10101,0,117,168,2181,14,4554,9
2020-01-25 6:50:00,365,897,355,218,223,18,2271,4770,2214,5,10124,0,116,169,2176,14,4536,8
2020-01-25 6:55:00,354,897,346,218,223,18,2269,4759,2209,0,10185,0,116,156,2131,14,4556,8
2020-01-25 7:00:00,354,897,375,219,223,18,2270,4790,2175,0,10139,0,116,158,2137,14,4549,8
2020-01-25 7:05:00,355,897,373,220,222,17,2270,4870,2056,0,10138,0,117,168,2158,14,4550,8
2020-01-25 7:10:00,355,897,352,220,218,16,2270,4944,2012,0,10074,0,117,168,2219,13,4585,9
2020-01-25 7:15:00,348,896,360,218,199,17,2270,4983,1980,0,10006,0,117,156,2234,13,4549,9
2020-01-25 7:20:00,343,896,377,218,195,17,2270,4957,1966,0,9880,0,117,169,2245,13,4495,8
2020-01-25 7:25:00,334,895,376,218,194,17,2270,4922,1943,-16,9764,0,117,169,2222,13,4424,8
2020-01-25 7:30:00,316,895,328,218,194,17,2271,4779,1868,-21,9684,0,116,168,2205,13,4376,8
2020-01-25 7:35:00,306,895,371,218,194,18,2270,4726,1831,-14,9570,0,117,154,2144,14,4336,8
2020-01-25 7:40:00,310,896,369,219,195,18,2270,4611,1772,-35,9500,0,117,167,2092,14,4285,8
2020-01-25 7:45:00,323,896,365,218,196,17,2271,4593,1713,-50,9227,0,115,162,2027,14,4159,8
2020-01-25 7:50:00,355,896,319,218,196,17,2270,4425,1607,-33,9081,0,115,161,2030,13,4051,8
2020-01-25 7:55:00,382,896,362,218,197,16,2270,4330,1579,-48,8877,0,115,147,1941,13,3998,8
2020-01-25 8:00:00,389,896,362,218,196,16,2270,4377,1579,-49,8479,0,114,159,1903,12,3876,8
2020-01-25 8:05:00,402,896,363,218,196,16,2270,4480,1310,-33,8056,0,115,161,1956,13,3710,8
2020-01-25 8:10:00,410,895,339,218,197,17,2270,4474,1252,-25,7830,0,116,162,2022,12,3597,8
2020-01-25 8:15:00,396,896,360,219,197,18,2271,4575,1323,-37,7451,0,116,155,2022,13,3481,8
2020-01-25 8:20:00,342,896,361,220,206,18,2271,4570,1367,10,7052,0,117,162,2030,14,3311,8
2020-01-25 8:25:00,295,896,345,219,205,18,2271,4370,1335,-37,6976,0,114,157,1965,14,3061,8
2020-01-25 8:30:00,279,889,335,219,205,18,2270,4282,1371,21,6752,0,113,146,1881,14,3019,8
2020-01-25 8:35:00,279,896,357,217,205,18,2271,4071,1348,-21,6547,0,113,149,1838,13,2915,8
2020-01-25 8:40:00,270,896,357,217,206,18,2271,4006,1353,-26,6326,0,113,156,1780,14,2845,8
2020-01-25 8:45:00,271,896,343,217,206,19,2271,3848,1335,-37,6096,0,113,157,1745,14,2768,8
2020-01-25 8:50:00,267,895,334,216,205,18,2271,3850,1333,-20,5778,0,114,148,1696,14,2658,8
2020-01-25 8:55:00,256,895,355,216,204,18,2270,3821,1300,-8,5540,0,115,152,1720,14,2557,8
2020-01-25 9:00:00,250,895,357,214,204,19,2272,3871,1307,21,5505,0,115,159,1711,14,2462,8
2020-01-25 9:05:00,246,894,330,212,205,18,2272,3782,1181,19,5497,0,114,160,1720,15,2467,8
2020-01-25 9:10:00,241,894,332,211,200,18,2272,3772,1121,0,5411,0,112,141,1672,14,2433,8
2020-01-25 9:15:00,232,894,345,212,196,17,2273,3696,1022,0,5440,0,112,150,1675,14,2416,8
2020-01-25 9:20:00,228,895,345,213,196,18,2272,3670,1013,0,5338,0,113,154,1658,14,2439,8
2020-01-25 9:25:00,217,894,332,212,195,18,2272,3635,1044,-8,5092,0,114,155,1646,14,2374,8
2020-01-25 9:30:00,213,893,345,212,196,17,2272,3595,1075,-14,4852,0,114,147,1636,14,2277,8
2020-01-25 9:35:00,214,893,345,212,197,17,2272,3513,1081,-1,4736,0,114,156,1613,14,2176,8
2020-01-25 9:40:00,214,893,341,212,196,18,2272,3458,1115,11,4660,0,114,155,1583,14,2128,8
2020-01-25 9:45:00,217,893,310,212,196,17,2272,3412,1091,-19,4619,0,114,154,1559,14,2106,9
2020-01-25 9:50:00,223,893,336,212,195,18,2272,3458,1105,0,4654,0,114,134,1542,14,2086,9
2020-01-25 9:55:00,230,893,336,212,194,18,2271,3391,1106,0,4458,0,114,152,1555,14,2079,9
2020-01-25 10:00:00,237,892,337,212,194,18,2271,3348,1119,0,4353,0,114,152,1530,14,2009,9
2020-01-25 10:05:00,238,891,309,214,195,18,2270,3246,1042,1,4464,0,114,152,1502,14,1978,9
2020-01-25 10:10:00,237,891,340,214,195,18,2270,3280,989,1,4452,0,115,134,1467,14,2034,9
2020-01-25 10:15:00,244,891,338,215,194,18,2270,3271,987,1,4369,0,116,154,1497,14,2013,9
2020-01-25 10:20:00,244,890,340,217,195,18,2268,3209,1028,22,4354,0,117,154,1487,14,1990,9
2020-01-25 10:25:00,239,890,314,217,194,18,2270,3137,1008,3,4463,0,118,156,1457,14,2010,9
2020-01-25 10:30:00,236,890,345,217,194,18,2271,3186,984,3,4469,0,118,138,1448,14,2047,9
2020-01-25 10:35:00,235,890,349,217,195,18,2270,3196,977,3,4541,0,119,160,1472,14,2078,9
2020-01-25 10:40:00,241,890,350,217,196,18,2271,3227,971,3,4446,0,119,162,1482,14,2092,9
2020-01-25 10:45:00,240,890,336,217,197,19,2270,3214,977,3,4505,0,122,165,1544,15,2096,9
2020-01-25 10:50:00,237,890,349,217,196,18,2271,3221,966,1,4523,0,125,159,1552,16,2195,9
2020-01-25 10:55:00,231,891,351,218,196,18,2271,3184,949,-11,4423,0,123,167,1514,15,2151,9
2020-01-25 11:00:00,225,890,350,218,195,17,2271,3131,908,-46,4293,0,120,163,1463,14,2035,9
2020-01-25 11:05:00,220,890,339,217,195,18,2270,3119,1010,17,4059,0,120,163,1450,14,1961,9
2020-01-25 11:10:00,221,891,354,217,195,18,2269,3067,1091,35,3915,0,120,154,1447,15,1870,9
2020-01-25 11:15:00,219,890,351,217,195,18,2271,3077,1086,27,3852,0,120,164,1420,15,1808,9
2020-01-25 11:20:00,219,890,351,217,194,18,2270,3074,1139,57,3951,0,119,163,1429,15,1780,9
2020-01-25 11:25:00,227,890,322,218,194,18,2270,3004,1120,29,3902,0,120,163,1415,15,1822,9
2020-01-25 11:30:00,229,889,352,217,194,18,2270,3021,1114,45,3946,0,120,142,1389,15,1810,9
2020-01-25 11:35:00,234,890,352,218,195,18,2269,2926,1094,19,3919,0,120,163,1382,15,1817,9
2020-01-25 11:40:00,232,890,351,218,195,17,2270,2873,1092,10,4000,0,120,163,1356,15,1824,9
2020-01-25 11:45:00,230,890,338,218,194,18,2270,2895,1107,19,4057,0,120,163,1333,14,1859,9
2020-01-25 11:50:00,228,890,331,217,194,18,2270,3005,1090,19,4171,0,120,153,1340,14,1879,9
2020-01-25 11:55:00,227,889,352,217,195,17,2270,2998,1079,0,4233,0,120,157,1388,14,1943,9
2020-01-25 12:00:00,222,889,351,219,195,17,2271,3029,1048,-36,4136,0,120,163,1391,14,1956,9
2020-01-25 12:05:00,223,889,322,218,194,17,2269,3102,986,-60,4155,0,120,163,1423,14,1923,9
2020-01-25 12:10:00,223,888,351,217,194,16,2270,3146,979,-7,4055,0,121,143,1441,14,1937,9
2020-01-25 12:15:00,228,890,352,217,193,16,2270,3032,1002,-10,3988,0,122,166,1489,13,1904,9
2020-01-25 12:20:00,235,889,353,219,193,17,2271,3032,1001,1,3984,0,125,170,1461,14,1924,9
2020-01-25 12:25:00,237,883,321,217,192,16,2269,3030,966,-21,3975,0,126,165,1479,14,1949,9
2020-01-25 12:30:00,238,889,321,218,192,16,2269,2972,966,-29,3903,0,126,160,1475,14,1921,9
2020-01-25 12:35:00,240,888,352,218,195,17,2270,2972,1014,-36,3736,0,126,172,1449,14,1890,9
2020-01-25 12:40:00,238,887,353,220,195,16,2270,3104,1082,41,3531,0,127,172,1453,14,1805,9
2020-01-25 12:45:00,241,888,325,218,196,17,2270,3089,1096,21,3518,0,127,165,1497,14,1709,9
2020-01-25 12:50:00,246,887,353,218,195,16,2269,3104,1094,20,3577,0,125,161,1511,14,1719,9
2020-01-25 12:55:00,237,888,354,218,195,16,2270,3134,1116,33,3714,0,125,171,1507,14,1745,9
2020-01-25 13:00:00,235,887,332,218,196,17,2270,3093,1165,40,3814,0,126,172,1522,14,1816,9
2020-01-25 13:05:00,227,888,339,218,196,17,2269,3173,1188,44,4323,0,124,155,1451,14,1861,9
2020-01-25 13:10:00,232,888,351,217,196,17,2269,3058,1125,16,4371,0,120,163,1486,14,2053,9
2020-01-25 13:15:00,240,888,352,218,195,16,2268,3109,1058,-77,4411,0,119,162,1411,13,2026,9
2020-01-25 13:20:00,240,881,330,217,194,16,2270,3066,1061,-16,4279,0,119,163,1456,13,2040,9
2020-01-25 13:25:00,247,888,336,218,194,16,2270,3134,1131,44,4005,0,120,149,1427,13,1953,9
2020-01-25 13:30:00,250,888,344,217,195,17,2269,3176,1214,73,3935,0,120,162,1457,13,1838,9
2020-01-25 13:35:00,258,887,341,218,195,17,2270,3123,1235,55,3844,0,120,158,1467,14,1804,9
2020-01-25 13:40:00,269,887,296,217,196,17,2269,3141,1220,72,3764,0,119,157,1429,14,1775,9
2020-01-25 13:45:00,279,887,341,217,196,17,2271,3139,1227,43,3796,0,119,144,1456,14,1739,9
2020-01-25 13:50:00,290,887,341,217,196,16,2269,3178,1164,33,3836,0,119,157,1439,14,1757,9
2020-01-25 13:55:00,295,886,340,217,196,16,2270,3231,1160,33,3843,0,119,157,1467,13,1776,9
2020-01-25 14:00:00,299,886,295,218,195,16,2270,3294,1189,32,4021,0,119,157,1502,13,1765,9
2020-01-25 14:05:00,302,886,340,219,195,16,2270,3324,1221,24,4045,0,120,143,1527,13,1856,9
2020-01-25 14:10:00,299,887,338,218,196,17,2270,3259,1264,47,4206,0,120,157,1526,13,1866,9
2020-01-25 14:15:00,309,886,324,218,196,17,2270,3241,1307,55,4198,0,119,156,1508,14,1937,9
2020-01-25 14:20:00,312,886,338,218,195,18,2270,3271,1307,43,4342,0,120,146,1482,14,1936,9
2020-01-25 14:25:00,313,887,341,218,194,18,2271,3341,1319,46,4401,0,120,156,1515,14,2008,9
2020-01-25 14:30:00,320,886,339,219,194,18,2271,3342,1270,18,4509,0,120,157,1540,15,2028,9
2020-01-25 14:35:00,325,887,310,218,193,17,2271,3463,1273,32,4676,0,120,156,1555,14,2093,9
2020-01-25 14:40:00,330,886,340,219,194,17,2270,3615,1313,61,4760,0,119,136,1595,14,2162,9
2020-01-25 14:45:00,340,886,341,218,194,17,2271,3621,1267,14,4808,0,119,156,1642,14,2196,9
2020-01-25 14:50:00,322,886,342,218,194,18,2271,3790,1233,8,4822,0,119,157,1684,14,2197,9
2020-01-25 14:55:00,312,887,327,219,194,18,2269,3846,1238,-2,4952,0,119,157,1748,14,2223,9
2020-01-25 15:00:00,313,886,342,219,195,17,2269,3843,1249,14,5135,0,119,146,1753,14,2280,9
2020-01-25 15:05:00,309,886,341,217,196,18,2269,3976,1168,-4,5302,0,118,155,1762,14,2345,8
2020-01-25 15:10:00,299,886,340,218,200,17,2269,4036,1083,-41,5494,0,118,155,1821,14,2437,9
2020-01-25 15:15:00,298,887,326,218,199,17,2269,4203,1034,-104,5396,0,118,155,1849,14,2495,8
2020-01-25 15:20:00,285,887,342,218,199,17,2268,4242,965,-103,5325,0,117,144,1906,13,2423,8
2020-01-25 15:25:00,278,886,345,218,200,18,2269,4218,1033,-63,5452,0,116,154,1888,14,2417,8
2020-01-25 15:30:00,282,886,345,218,200,18,2268,4146,1146,5,5507,0,116,154,1935,14,2429,8
2020-01-25 15:35:00,281,883,318,218,200,18,2268,4206,1158,6,5726,0,120,153,1916,15,2565,9
2020-01-25 15:40:00,278,887,347,218,200,18,2269,4379,1151,0,5945,0,120,150,1928,15,2674,9
2020-01-25 15:45:00,276,887,350,218,198,18,2269,4627,1196,0,6247,0,117,157,2029,14,2703,8
2020-01-25 15:50:00,269,887,353,217,198,18,2267,4672,1259,22,6677,0,119,162,2145,15,2930,9
2020-01-25 15:55:00,262,887,357,218,214,18,2268,4767,1355,16,6959,0,118,162,2157,15,3081,9
2020-01-25 16:00:00,260,887,359,217,249,18,2269,4982,1461,-8,7311,0,118,163,2173,15,3216,9
2020-01-25 16:05:00,251,887,363,218,264,18,2269,5036,1843,0,7516,0,118,164,2291,14,3350,9
2020-01-25 16:10:00,246,889,365,217,268,18,2267,4942,2093,4,7878,0,118,166,2289,14,3467,9
2020-01-25 16:15:00,252,889,364,217,272,18,2268,5163,2107,0,8044,0,118,166,2251,14,3621,9
2020-01-25 16:20:00,260,889,364,218,273,18,2268,5549,2052,-54,8025,0,118,166,2393,14,3649,9
2020-01-25 16:25:00,263,889,365,218,271,18,2268,5969,2023,-53,8126,0,118,166,2599,14,3668,9
2020-01-25 16:30:00,266,889,364,218,272,18,2268,6309,2112,-10,8239,0,121,170,2800,15,3806,9
2020-01-25 16:35:00,270,889,349,218,272,18,2268,6500,2172,0,8382,0,118,159,2859,15,3768,9
2020-01-25 16:40:00,266,889,365,218,273,18,2270,6631,2228,0,8590,0,116,163,2966,14,3784,8
2020-01-25 16:45:00,257,889,364,218,274,18,2269,6885,2216,-19,8637,0,116,163,2955,14,3846,8
2020-01-25 16:50:00,255,889,364,218,275,18,2269,7130,2189,-40,8779,0,114,160,3066,14,3799,8
2020-01-25 16:55:00,253,889,364,218,285,18,2268,7225,2242,-32,9042,0,116,163,3233,14,3949,8
2020-01-25 17:00:00,252,889,363,218,295,18,2270,7217,2296,-38,9239,0,118,166,3289,15,4151,9
2020-01-25 17:05:00,252,889,363,218,305,18,2270,7065,2415,-22,9642,0,117,164,3248,14,4219,8
2020-01-25 17:10:00,251,889,365,218,330,18,2269,6995,2541,-12,9795,0,117,164,3165,14,4389,8
2020-01-25 17:15:00,248,889,351,219,329,18,2270,6821,2584,-13,10216,0,116,164,3108,14,4442,8
2020-01-25 17:20:00,244,889,367,217,330,18,2271,6846,2728,1,10293,0,116,154,3062,14,4592,8
2020-01-25 17:25:00,239,889,366,218,330,18,2272,6936,2771,4,10424,0,116,165,3092,15,4651,8
2020-01-25 17:30:00,238,891,367,218,329,18,2272,7106,2860,19,10376,0,117,165,3144,15,4723,8
2020-01-25 17:35:00,235,890,366,218,329,18,2270,7267,2821,21,10468,0,116,164,3200,14,4668,8
2020-01-25 17:40:00,236,890,365,218,329,18,2272,7350,2875,36,10579,0,116,165,3306,14,4709,8
2020-01-25 17:45:00,236,890,366,218,329,18,2271,7304,2895,32,10718,0,118,166,3327,14,4822,9
2020-01-25 17:50:00,237,891,366,218,330,18,2271,7276,2975,50,10785,0,117,166,3308,15,4863,8
2020-01-25 17:55:00,244,891,352,218,330,18,2273,7164,2942,35,10851,0,117,166,3257,15,4886,8
2020-01-25 18:00:00,249,890,366,218,330,18,2272,7289,2970,33,10812,0,117,155,3238,14,4884,8
2020-01-25 18:05:00,256,890,365,218,325,18,2272,7276,3074,48,10737,0,117,165,3291,14,4861,8
2020-01-25 18:10:00,264,891,366,218,318,18,2273,7272,3170,53,10617,0,117,165,3262,14,4839,8
2020-01-25 18:15:00,267,890,351,218,316,18,2272,7328,3212,43,10523,0,116,158,3264,14,4763,8
2020-01-25 18:20:00,268,891,365,218,315,17,2273,7545,3237,45,10307,0,116,164,3283,14,4715,8
2020-01-25 18:25:00,269,890,367,217,315,17,2273,7457,3284,40,10295,0,114,162,3331,13,4557,8
2020-01-25 18:30:00,267,890,367,217,316,17,2273,7450,3215,25,10324,0,114,162,3294,13,4560,8
2020-01-25 18:35:00,274,890,366,217,316,17,2273,7541,3143,18,10295,0,114,162,3300,13,4563,8
2020-01-25 18:40:00,286,889,366,217,315,17,2273,7516,3128,17,10256,0,114,161,3333,13,4537,8
2020-01-25 18:45:00,284,891,365,217,315,16,2273,7513,3115,12,10241,0,114,161,3312,13,4519,8
2020-01-25 18:50:00,288,892,365,217,316,16,2272,7556,3106,19,10218,0,114,161,3341,12,4516,8
2020-01-25 18:55:00,293,891,351,217,316,16,2272,7582,3114,22,10164,0,116,164,3386,12,4575,8
2020-01-25 19:00:00,289,890,365,218,316,16,2272,7622,3095,22,10075,0,115,153,3397,12,4541,8
2020-01-25 19:05:00,281,891,364,218,317,16,2272,7748,2959,11,10075,0,116,163,3387,12,4483,8
2020-01-25 19:10:00,284,891,365,218,307,16,2272,7775,2968,19,10083,0,114,161,3472,12,4462,8
2020-01-25 19:15:00,280,891,348,218,278,16,2271,7773,2964,14,10062,0,116,163,3456,12,4519,8
2020-01-25 19:20:00,266,891,364,219,279,17,2272,7720,2946,14,10039,0,115,151,3481,12,4462,8
2020-01-25 19:25:00,249,891,363,219,280,17,2272,7730,2953,15,10072,0,116,162,3423,13,4475,8
2020-01-25 19:30:00,249,891,364,218,280,16,2272,7720,2957,20,10036,0,115,160,3421,13,4448,8
2020-01-25 19:35:00,253,890,350,218,280,16,2272,7655,2937,15,10103,0,114,161,3402,13,4437,8
2020-01-25 19:40:00,253,890,365,218,277,16,2272,7575,2920,15,10140,0,114,151,3361,13,4462,8
2020-01-25 19:45:00,268,891,366,219,277,17,2272,7617,2922,15,10073,0,114,161,3329,13,4447,8
2020-01-25 19:50:00,274,890,365,217,275,18,2272,7593,2927,14,10028,0,114,161,3347,13,4414,8
2020-01-25 19:55:00,271,890,351,217,273,18,2273,7635,2947,19,9918,0,114,160,3339,14,4394,8
2020-01-25 20:00:00,277,889,366,218,273,18,2273,7617,2931,13,9898,0,113,151,3355,14,4343,8
2020-01-25 20:05:00,274,890,365,217,272,18,2272,7604,2920,3,9907,0,114,161,3345,14,4346,8
