Organization Name,Period,Company Name,Tenant Reference,Agreement Name,Tenant Primary Domain,Subscription ID,Subscription Name,Account Department Tag,Account Cost Center Tag,Account Project Tag,Account Owner Tag,Account Custom Tag,Product ID,Product SKU,Meter ID,Meter Name,Category,Subcategory,Product Start Date,Product End Date,Publisher,Unit Price,Quantity,Included Quantity,Unit,Reseller Price,Included Quantity Amount,Summed Amount,Currency,Reseller Markup (%),Reseller Markup,Reseller Sales Unit Price,Reseller Sales Price Total
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USE1-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-In-Bytes,Amazon Virtual Private Cloud,CreateVpnConnection,9/1/2021,9/30/2021,Amazon,0.00,1.89,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,2.47,0.00,Each,0.12,0.00,0.12,USD,0%,0.00,0.05,0.12
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.07,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-NodeUsage:cache.t2.micro,Amazon ElastiCache,CreateCacheCluster:0002,9/1/2021,9/30/2021,Amazon,0.02,2880.00,0.00,Each,69.12,0.00,69.12,USD,0%,0.00,0.02,69.12
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-Requests-Tier2,Amazon Simple Storage Service,ReadBucketReplication,9/1/2021,9/30/2021,Amazon,0.00,100676.00,0.00,Each,0.04,0.00,0.04,USD,0%,0.00,0.00,0.04
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-VPN-Usage-Hours:ipsec.1,Amazon Virtual Private Cloud,CreateVpnConnection,9/1/2021,9/30/2021,Amazon,0.05,4320.00,0.00,Each,216.00,0.00,216.00,USD,0%,0.00,0.05,216.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.29,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.05,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadLocation,9/1/2021,9/30/2021,Amazon,0.08,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-Requests-Tier2,Amazon Simple Storage Service,ReadBucketPolicyStatus,9/1/2021,9/30/2021,Amazon,0.00,597.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USW1-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:VolumeUsage.gp2,Amazon Elastic Compute Cloud,CreateVolume-Gp2,9/1/2021,9/30/2021,Amazon,0.11,80.00,0.00,Each,9.12,0.00,9.12,USD,0%,0.00,0.11,9.12
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadACL,9/1/2021,9/30/2021,Amazon,0.08,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadCostAllocation,9/1/2021,9/30/2021,Amazon,0.08,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,AmazonCloudWatch,HourlyStorageMetering,9/1/2021,9/30/2021,Amazon,0.03,0.11,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.03,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.36,0.00,Each,0.02,0.00,0.02,USD,0%,0.00,0.05,0.02
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.23,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.05,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadLocation,9/1/2021,9/30/2021,Amazon,0.08,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.24,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.05,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.40,0.00,Each,0.02,0.00,0.02,USD,0%,0.00,0.05,0.02
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.05,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,162.08,0.00,Each,8.10,0.00,8.10,USD,0%,0.00,0.05,8.10
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Regional-Bytes,Amazon Elastic Compute Cloud,PublicIP-In,9/1/2021,9/30/2021,Amazon,0.01,0.03,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.01,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.06,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.10,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.05,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USE1-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.32,0.00,Each,0.02,0.00,0.02,USD,0%,0.00,0.05,0.02
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.03,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,AmazonCloudWatch,HourlyStorageMetering,9/1/2021,9/30/2021,Amazon,0.03,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.03,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadLocation,9/1/2021,9/30/2021,Amazon,0.08,0.01,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EUC1-AWS-In-Bytes,Amazon Virtual Private Cloud,CreateVpnConnection,9/1/2021,9/30/2021,Amazon,0.00,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,AmazonCloudWatch,HourlyStorageMetering,9/1/2021,9/30/2021,Amazon,0.03,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.03,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:VolumeUsage.gp2,Amazon Elastic Compute Cloud,CreateVolume-Gp2,9/1/2021,9/30/2021,Amazon,0.11,280.00,0.00,Each,31.92,0.00,31.92,USD,0%,0.00,0.11,31.92
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-Requests-Tier1,Amazon Simple Storage Service,ListBucket,9/1/2021,9/30/2021,Amazon,0.00,151484.00,0.00,Each,0.76,0.00,0.76,USD,0%,0.00,0.00,0.76
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TagStorage-TagHrs,Amazon Simple Storage Service,ObjectTagCount,9/1/2021,9/30/2021,Amazon,0.00,78.93,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:VolumeUsage.gp2,Amazon Elastic Compute Cloud,CreateVolume-Gp2,9/1/2021,9/30/2021,Amazon,0.11,120.00,0.00,Each,13.68,0.00,13.68,USD,0%,0.00,0.11,13.68
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadBucketReplication,9/1/2021,9/30/2021,Amazon,0.08,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-APS2-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-Requests-Tier2,Amazon Simple Storage Service,HeadObject,9/1/2021,9/30/2021,Amazon,0.00,342105.00,0.00,Each,0.14,0.00,0.14,USD,0%,0.00,0.00,0.14
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USE2-AWS-In-Bytes,Elastic Load Balancing,LoadBalancing-PublicIP-In,9/1/2021,9/30/2021,Amazon,0.00,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,2.17,0.00,Each,0.11,0.00,0.11,USD,0%,0.00,0.05,0.11
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-BoxUsage:r5.large,Amazon Elastic Compute Cloud,RunInstances:000g,9/1/2021,9/30/2021,Amazon,0.19,1678.00,0.00,Each,323.85,0.00,323.85,USD,0%,0.00,0.19,323.85
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:VolumeUsage.gp2,Amazon Elastic Compute Cloud,CreateVolume-Gp2,9/1/2021,9/30/2021,Amazon,0.11,225.00,0.00,Each,25.65,0.00,25.65,USD,0%,0.00,0.11,25.65
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EU-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-Lambda-GB-Second,AWS Lambda,Invoke,9/1/2021,9/30/2021,Amazon,0.00,13.61,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.12,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.05,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-NatGateway-Hours,Amazon Elastic Compute Cloud,NatGateway,9/1/2021,9/30/2021,Amazon,0.06,720.00,0.00,Each,40.32,0.00,40.32,USD,0%,0.00,0.06,40.32
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-BoxUsage:m5d.xlarge,Amazon Elastic Compute Cloud,RunInstances,9/1/2021,9/30/2021,Amazon,0.24,2159.87,0.00,Each,527.01,0.00,527.01,USD,0%,0.00,0.24,527.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,AmazonCloudWatch,HourlyStorageMetering,9/1/2021,9/30/2021,Amazon,0.03,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.03,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Regional-Bytes,Amazon Elastic Compute Cloud,InterZone-In,9/1/2021,9/30/2021,Amazon,0.01,0.05,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.01,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadBucketServerSideEncryption,9/1/2021,9/30/2021,Amazon,0.08,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EUN1-AWS-In-Bytes,Amazon Simple Storage Service,PutObject,9/1/2021,9/30/2021,Amazon,0.00,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Regional-Bytes,Amazon Elastic Compute Cloud,InterZone-Out,9/1/2021,9/30/2021,Amazon,0.01,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.01,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-APN1-AWS-In-Bytes,Amazon Virtual Private Cloud,CreateVpnConnection,9/1/2021,9/30/2021,Amazon,0.00,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-BoxUsage:x1e.2xlarge,Amazon Elastic Compute Cloud,RunInstances:000g,9/1/2021,9/30/2021,Amazon,1.82,640.00,0.00,Each,1164.80,0.00,1164.80,USD,0%,0.00,1.82,1164.80
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS2-FreeEventsRecorded,AWS CloudTrail,None,9/1/2021,9/30/2021,Amazon,0.00,788.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,1.47,0.00,Each,0.07,0.00,0.07,USD,0%,0.00,0.05,0.07
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBSOptimized:x1e.2xlarge,Amazon Elastic Compute Cloud,Hourly,9/1/2021,9/30/2021,Amazon,0.00,634.54,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.04,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-In-Bytes,Amazon Relational Database Service,Not Applicable,9/1/2021,9/30/2021,Amazon,0.00,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Regional-Bytes,Amazon Elastic Compute Cloud,InterZone-In,9/1/2021,9/30/2021,Amazon,0.01,0.87,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.01,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,AmazonCloudWatch,HourlyStorageMetering,9/1/2021,9/30/2021,Amazon,0.03,0.15,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.03,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EUN1-AWS-In-Bytes,Amazon Virtual Private Cloud,CreateVpnConnection,9/1/2021,9/30/2021,Amazon,0.00,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-ElasticIP:IdleAddress,Amazon Elastic Compute Cloud,AssociateAddressVPC,9/1/2021,9/30/2021,Amazon,0.01,684.80,0.00,Each,3.42,0.00,3.42,USD,0%,0.00,0.01,3.42
